id,temp_outdoor,humidity,insulation,heating_type,occupancy,floor_area,wall_thickness,roof_age,window_age,basement_depth,garden_size,solar_irradiance,wind_exposure,air_quality_index,street_noise_db,construction_year,energy_consumption
16796,-0.2443726206989716,41.357608025715706,high,heatpump,5,63.765546178369526,19.183384396762317,15.995393426466716,15.121841607103152,1.9945169388058777,58.189151056509374,126.715711335241,9.107068255057577,48.9087071957183,57.78521094352525,1991,11.417616043606134
8094,1.5316624477328755,45.32253518557037,medium,gas,2,146.28712720008284,19.011237514787,15.010724192804789,10.926360704603145,1.461919369865401,1.355753499205168,160.21828789522323,3.857551520149412,66.03770495748708,65.02940232496177,1960,11.04155626548198
322,-5.488009032673039,89.5730526850576,high,heatpump,1,110.59729554494469,23.22593816444665,16.38051063450682,11.63691703485413,1.695460766045311,7.409945431015519,106.11640659947857,7.3236707089284625,59.00156941871449,52.00054170591645,1971,18.589345679837876
9923,4.852043504881107,,medium,electric,2,129.90431404160788,20.637975855348728,17.523500821016277,10.292885151889967,2.042288842030989,47.088779596060974,90.7814165362901,9.693972752504465,47.1300385419202,68.98810552381705,1973,11.15172293594361
7459,16.833253322931036,,medium,electric,3,123.9130897255668,19.993920658175035,23.661144431605205,6.678513108576717,2.938081789906746,20.829211362870478,119.10774417334764,7.00144405985328,52.41550445483364,59.95676824883398,1972,13.544372786185203
19024,9.95423855862434,,high,electric,4,115.14215128276112,18.576937205738464,12.678443619914848,7.795849251596203,1.6802091658639386,50.34276392646434,103.34809532692788,0.3567705736743842,40.58374873554608,62.05539205059649,2014,10.52663378692412
17553,23.966166845587736,24.44090667915325,medium,gas,3,152.18459517647315,23.03541009180364,15.0326493040704,4.758708136598381,1.7700173714142675,15.356109745274162,118.93322298191012,2.705917859693153,39.86135315791485,60.52484348726789,1972,12.590309758263531
9119,8.689158223720671,,high,gas,5,100.9400469052404,19.569163497703887,18.21508292080258,6.842694654355675,1.685293079008139,56.92422093279671,70.972127752401,4.0685185420015335,35.47412813373118,59.472765156097445,1976,27.036634105061214
16421,8.908158145916417,,medium,gas,5,120.74872476565172,19.310347500667344,8.872202169698625,8.677904993292886,1.884670422624108,48.49944711688961,71.64908136134734,7.044393852679932,56.6031749446094,61.22844595145765,1961,16.7705334358934
16060,8.879396470200316,54.05847756431188,medium,gas,4,81.41669761862326,18.162054254450844,15.027300554282323,9.148732649101412,1.8047730640989967,36.22642019360854,98.28608073001874,8.168713178922598,36.86670949148568,53.79515205094808,2003,20.070677470203883
10120,,57.663877970929775,medium,gas,1,184.8833748836253,24.111420813760216,23.009939019781378,14.456244495540986,2.725295056948928,0.0,125.01389402963504,1.6345884499576513,68.39543941051498,55.79104671006809,2008,15.65787097950285
19055,1.9545726628092,57.72410778377252,medium,electric,1,133.24354935718517,22.798708680193677,18.155719153759197,12.6694435404273,1.922015888999876,21.67995324059065,86.07779247960762,8.33826974989014,59.44670842361436,62.03903481951546,1977,13.38205462328958
3649,13.475140212678404,62.73493992487496,high,electric,2,85.38027543075005,18.904895990404796,14.179938905862205,8.555613300862275,1.6453104761490434,68.84639914750952,130.58514625158335,8.164191295841638,44.531515982123686,66.31643276200658,1967,23.808744160851862
3941,-2.151841617943811,29.368641009607828,medium,gas,3,105.29785226842124,21.45899448711245,18.838690143045863,13.453836649837044,2.15973136057049,16.89830628460054,113.58495288475316,9.334048459800094,36.96110702677028,53.41208123600093,2016,2.489617769603768
17880,9.45615795212476,,medium,electric,3,230.10541049611044,17.082215728969793,10.933545267229164,11.612779017730409,2.5277439441546665,15.226794300685096,75.69649270152101,1.0722907933999826,55.775837676994,75.08070332117293,1968,27.606526985735584
16675,-10.291440039584042,53.86288253951786,medium,heatpump,2,165.59288971649175,27.30410141990952,11.369330634497132,10.485809361604934,2.38566996930565,22.495980740051053,42.89186670438257,1.572973095443223,41.83054294279462,50.50719055101096,1976,12.83848028193324
12630,10.308648983847336,58.21313073478909,low,electric,5,,20.50440822622344,6.370293574031964,17.32351282276817,1.9294296546885763,31.536595219060928,82.3581174277938,3.09492194960747,42.158684609980725,73.01081819089347,2011,25.713452103562247
11443,13.278009756986318,35.26643898518959,medium,gas,4,85.92349073583304,18.892071405531425,14.030130416283084,7.928226949741113,1.5184338186990955,12.448860587548957,88.58582688751858,1.1690902376575618,58.76057748521498,63.31291869598136,1960,15.615667982853232
12157,8.33716695732699,66.31591858036063,low,electric,5,,18.208078988538613,20.09783409400649,10.398034786115812,2.04183025869709,14.2482158132102,98.38574977540964,6.139340359771661,65.26783953848772,55.99129890762827,1960,23.6275530117039
13835,11.47193886220115,30.39911790758224,medium,electric,2,123.92763579177024,16.975325360549995,14.525863332028893,14.055241614382895,1.709947811850707,24.223156138031428,73.27027280271164,2.4973372292499887,44.6272423191427,59.38558394985979,1964,12.09016609328178
3434,17.402396511756606,42.36930303875597,medium,electric,1,50.57031048536409,22.57762215004315,9.816383961070002,2.1661325773705915,1.5703938379986568,49.70923466248751,124.75695998095576,2.2668947947479765,51.0156961783726,61.55321171907884,1963,15.558232181773006
18739,12.572814454530938,,high,gas,5,93.08096193161744,18.844855384953014,25.043425673101392,16.715708694842405,2.03435062196073,35.04929014899239,110.23518521915472,0.6327575051217693,37.96825233183846,63.848259457465815,1998,19.25260891406056
17407,22.430924422698705,,medium,electric,5,135.78058337553077,25.274584543388134,16.73258256670245,9.600096835667326,2.385095184450596,55.37043738210839,129.96466256472064,6.375255782382448,44.97568023692315,67.31859497240569,1981,29.693550402411
15440,2.8322617419137464,88.162067205086,low,gas,4,119.34439185324185,17.680183608310617,7.281129903657267,6.204719603472641,1.520215357594835,18.228619923756817,138.59974064190183,8.27418202819667,45.29619076070451,62.81090390576941,1966,29.725749808688125
10406,5.242027772779654,21.072416396181783,medium,gas,5,159.73534968547722,22.74848458745655,28.08601761840576,10.159312816302672,2.7657185216512,45.41519305426817,97.76657979056336,2.067094209584839,50.81208225263981,54.187274232522746,1976,14.62229349189046
6517,5.730553927256023,,medium,gas,3,147.84380229451918,22.933876370527017,15.541148947665386,5.754835693443714,2.186219870844142,38.01433690931115,96.07105048888744,9.888372463269375,48.9119640718544,73.66829575985724,1996,13.231497777989304
971,12.540472107944876,46.45400152587912,medium,gas,5,110.70091562791208,19.549278416365087,16.236783309284284,9.925116696265604,1.8507111387897728,29.001599016932783,80.77628113171384,2.227271680551709,58.05313512837537,52.59789183936109,1993,21.45255396022908
16487,13.499009145202782,,high,gas,3,95.1085533319166,12.153339721515676,5.450279142985748,16.087826204993966,2.4213960384252093,0.8497196765691086,92.3326819292875,1.9003045184811551,61.89246212947432,62.7750788145114,1976,19.426769888112688
19730,10.51045673930999,,medium,gas,2,62.7661003667026,20.65826455866148,10.750282916234877,15.959496398732522,2.886493864977773,36.80538719392605,116.01058110136633,7.370128083821454,25.122547550900613,68.32340209261613,2016,22.729400388980743
13137,21.15074402138372,,high,heatpump,5,129.0090720862177,15.085391779884148,18.002148950327364,4.709324294795844,1.965789465848979,45.57979614460315,82.88444352165719,8.853865271945496,43.8381614949827,56.27688290041935,2007,14.294650111937464
3669,-3.787707259243344,44.61511406332231,low,gas,1,157.02603856394182,14.84573680760359,19.631821551074022,0.6723181214793623,1.8044565624563076,26.309045258824803,110.14548042382994,5.9604211278770025,35.66981919876696,52.18616892119134,1965,8.603950588149901
15983,,63.2474986305928,high,heatpump,5,87.66487824862502,23.059113090143768,15.4924114705731,7.688278800602266,2.4880056874781307,2.272363044254618,111.16786889031108,0.7431029630154318,43.62694313053352,63.32362783803209,2004,20.63972295729197
4058,9.828780535216822,67.12163512462125,high,heatpump,2,153.65768173987553,24.01304677356768,11.46649267549159,6.546769810144221,1.0274096456957058,17.79322084145888,61.85874675783472,1.651891123214292,52.56704364737027,61.19464598536894,2015,22.66570993857914
14976,7.31487787879586,,high,gas,3,65.11179540017554,17.187695482850334,18.50230950401769,13.307637085613155,1.7980405457312516,0.0,117.1824995446845,8.115691357149842,53.99868576747826,67.26089271617359,1973,25.533622012326283
15698,16.477940181068377,38.53187587318895,medium,heatpump,3,61.40199892686829,19.29799486811288,16.26574815568641,-0.093904859552639,1.984704796685256,0.0,81.6890702066818,4.351118907384826,38.34065847903837,54.49248444994556,1962,12.95545012795515
13829,27.4386051213166,,medium,gas,1,165.01975240856555,20.91043592299757,22.50576300877202,13.655055732098353,3.111768675513395,9.21395911233546,98.78582185638142,6.067953817280238,42.08114592280275,45.51870526160842,1986,23.1985427054974
13419,10.60643646367402,85.5102024617126,low,gas,3,,26.256041104128503,7.94521858552171,8.468899428287578,1.771368937673744,36.350310871469546,101.56557427429424,5.942757548547525,51.95959164561755,68.22989810435925,1961,31.698954693803334
960,,68.95249366119756,low,electric,2,121.27283884988312,19.002014218780342,19.635177984233323,11.750557250580304,1.940446582577401,32.46622402576011,97.3201856994746,1.3577577484620609,47.07960581513872,58.50685099793098,1973,21.553846760453013
17744,,80.7103785974575,medium,gas,5,96.72988073117968,23.07420558697463,13.609545372341543,10.431220833171366,1.7175844987916045,7.525388790191805,121.41434625597564,0.6297886605663017,53.4908156212458,56.24476613219635,1965,28.96908400172649
9864,14.9024654466074,,low,heatpump,3,40.0,13.194625605470051,14.352690381265448,13.10286311568353,2.074147643046827,1.3110143334105473,127.18179935546569,8.64649910523401,38.76045837297361,59.79322637655634,1994,8.306904131242502
11263,15.060900452014629,73.34225728386463,medium,electric,1,83.85220025557058,17.8412706017248,12.509232362566149,11.342026027927218,2.2776807408413284,37.562351189940095,114.63489921795356,4.349290740044922,38.22374004878224,58.220920478081744,1993,23.8006488448194
15782,23.827723110439493,45.91908210714781,high,gas,5,91.73829144983152,21.775269801278057,7.931582642613312,7.409287418493895,1.667998243201317,18.783810626298028,82.88334927954459,0.828231752247236,44.54413953837798,51.654001669747984,1985,21.19887902942361
17196,6.417068705788315,35.83884812258245,high,gas,4,85.69574563213818,26.328785297345583,17.895894045408234,2.4158770462165418,2.148422220972921,23.88580479707051,131.0655907919546,0.9267313419940582,63.93003399520833,65.40680405440682,1963,17.56462655458012
7554,2.6653559163038008,55.54163790459473,high,electric,1,159.51991789459854,16.778460722938604,10.120763463469242,14.801301825253194,2.1048100646495578,38.56777203735055,67.11341380957941,8.281294114911066,57.61611686952255,50.18605237706621,1970,18.50158944079313
10498,13.231632165884893,81.8407242125996,high,heatpump,4,,18.35420501838987,18.193053257778978,19.363501842059947,2.3525815133535133,11.619119120141075,88.39533222412605,8.833854699530145,63.060195250303735,67.95212520101066,2014,29.0818558509651
17059,,50.73157467841749,low,electric,1,150.43093110950616,20.98113385093424,14.374434782819002,11.762296381940324,1.3814663132333918,56.30400521180015,35.790645010848465,6.087617173753342,42.40782896799488,59.011586532547724,1996,23.50271540099923
17928,9.192170266484936,61.06209935435438,medium,electric,3,118.11275247328604,19.213527169434723,18.576851723052872,12.124269151446969,2.369018677218077,37.290730034158464,125.71754069761008,6.634501282473082,59.45706875382192,54.741266373724905,2004,22.16088127605741
7085,19.325376719070555,,medium,electric,5,106.86904878996782,24.304496809227587,14.068277448943508,8.438139288427418,2.3191277640495924,41.04299694144373,129.63998582068075,6.181520588420302,38.74799448115246,59.92494229533898,1987,16.089679421072443
14753,14.361813748169824,36.70070817981455,medium,electric,5,102.19732427149222,19.98874438189649,5.304516257751644,10.093418551877509,1.659947965755023,8.735917037595371,92.98831476915672,8.12310302651898,44.894250245154055,54.70009843658953,1972,19.19038001721134
4519,3.5425410802676955,21.778391621772364,medium,electric,2,69.429443309645,18.792833544770343,12.239974967185264,15.09365134316502,1.633419929842513,50.95663943592885,106.38143804662856,1.594457626751702,54.207161125660754,65.04073305584556,1992,9.391621527671916
3024,10.296629964979164,31.42886315367122,low,gas,4,85.35043305510064,20.47715701981832,17.005712220094644,10.037621240245295,2.1576504104951346,60.93337271071606,99.42313546107682,8.086910342497335,41.53751089419596,43.48823222236168,2004,15.137071657966583
12121,11.04158994932574,83.37731668786557,low,gas,2,133.8152339386643,16.58668333746849,23.03872193847597,11.789079369240405,1.4575663355246484,28.743120671189065,122.82059801036348,0.7119048275837159,41.04229484324156,51.06290055560866,1976,28.628474596316096
18494,20.436740059679785,44.47489691003972,medium,electric,5,144.13142668430032,20.78022613319828,18.33521251761224,6.998614221827975,1.1492853816343491,66.31428151297764,84.41969444950755,2.6372797307913087,39.69935618231112,54.78576890734004,2006,28.14960262686106
5483,14.111776942148316,,low,electric,1,166.03150376444756,14.902701054150636,13.539832418358545,22.892125590908957,2.1552220935550834,56.27923610225928,133.0495490552471,2.6484761710267737,30.50456123205284,62.088713353749895,1990,23.14713034670342
1419,1.1078747602032752,59.13884290775648,medium,heatpump,1,183.70718273003092,22.037771174169112,17.491827346332382,14.041226179128472,1.262382406123115,0.0,105.8674596669653,3.5468312907801813,46.78600120475479,58.54027080796739,1988,15.637158908157486
6209,-6.063144406437363,23.568673543972167,medium,heatpump,3,69.09539971885738,23.05259036290071,14.836882494893588,8.617358496002758,1.7929368865369533,26.142273540310715,73.23613224411223,8.684876778873594,46.84059158234797,55.18095021894033,1975,-0.4732810647701919
10742,18.92658157259501,47.353362700748,medium,heatpump,2,155.5171864438343,21.186689199441087,19.019815325359,10.87070958871802,2.487513837505253,43.853944154398725,105.45814098927116,4.140338344334491,47.36931004317287,61.97644751902375,2006,19.596557211335643
16143,20.794544387605374,71.55699324814219,medium,heatpump,3,148.9323282402309,17.227785862516797,14.146690635287248,12.207493392356332,2.442059323473163,0.0,85.57044357964274,0.7535579379392643,66.63236241711085,59.87671431114362,1979,26.35554592983694
17617,4.605584847253787,,low,electric,1,129.23297113460296,22.719009364122105,21.582370310913408,10.68188753272223,2.115311835447787,23.804021856667998,129.04574544787098,7.93388242631227,44.52779716560081,49.01076685700783,1983,7.729108869278105
14568,6.455447023190729,28.746998974225157,low,gas,5,107.5010658316508,19.2138918355679,19.48822249268125,13.96514268658516,1.3975367742961065,56.60979069893055,116.69249921747576,2.531265669036198,31.27462790744385,66.38579973903967,2006,12.963245152009588
980,-7.427349787271261,63.803589385324514,low,gas,2,158.13186081668832,18.72891821869477,11.385296768886612,8.439691769026155,1.961900982973215,74.27395432309807,105.709169133288,6.303193807747118,44.539755095734165,50.64652250715657,1984,13.13330511351559
2783,14.240517644811732,41.447766541445176,low,gas,5,84.57888140467428,25.185211923904525,13.181319902039473,1.042087384212044,1.8897906454119089,33.86606813976136,96.30407674543164,7.969177638188159,53.56870784102114,51.63894682092578,1968,21.805118617115934
7713,16.350467918730903,,medium,gas,4,72.31230663747726,16.426895317477126,10.69620091197096,10.526230280248036,1.2217187812864334,32.68376490031318,97.11701020894776,4.147855021002341,46.83952986325711,64.74015396312772,1970,29.253719015982757
11518,1.6870333513956446,26.530738379425284,low,heatpump,5,66.72275657918713,20.70190257708816,21.106240038013784,7.287535789381115,2.5529991544909665,45.62190153825802,92.17007253012837,4.262780475902858,43.31210094423852,53.936406244189016,1993,12.544666401020276
8600,,,medium,electric,2,143.49670883677666,20.28156208005783,13.749581105308184,13.114247508771546,2.037348653090245,34.66821362749905,112.99053077362072,0.2363504538577243,49.7817322497016,60.33109807681581,1975,27.822283878270508
11640,10.8735018104429,46.47794760798408,medium,electric,4,139.6435683604444,16.690845525901064,19.04682812735185,9.43913696029978,2.1023925887105297,56.73130096084444,112.11816425042416,2.401030090973367,68.3238858003148,59.33792225791593,2016,23.061027177624
18830,,61.46418235454687,medium,gas,5,145.01948679789527,14.868694833610082,16.91901522353664,13.368819174020285,2.5907009471777163,62.00996282649514,109.40085413830442,5.916655995853331,64.7569107374614,56.48473546242122,2015,26.76462599190268
12562,23.187895107866176,60.55796479372268,medium,electric,4,92.58844676327028,21.4898975241007,11.6039701081612,12.117098462998449,2.5625806472611443,46.87452389719889,128.86656294656575,1.091430404678736,50.755716425263365,52.21472123388846,2016,21.65161607525467
12751,21.027509922055163,65.78031544498839,high,electric,5,73.04134494809341,23.534193333337257,13.635894031080026,13.066925030221253,1.895981135893501,41.69334557780369,135.06460243793302,6.140944939639707,27.21705668545285,63.67565806352445,2000,25.78179192400231
6384,11.61564249488395,47.33021460725135,high,electric,4,164.99540082976267,26.0227642497444,14.7697745969326,4.709426493984714,1.5947455585303476,45.39245877619005,102.09274811453056,5.481339508367332,56.25492822075956,51.99140575958698,2013,23.70491551078179
4807,7.514923166626824,31.51251612075916,low,electric,5,106.55891821132636,17.55761869587963,11.266718029446936,15.963995466407663,2.800158115432453,39.37212824623532,104.05980402552804,4.026918111675755,50.40769075066997,60.441831841121896,2018,11.84590080273591
6195,,59.68680867999576,medium,electric,1,110.5321181051969,19.78894874715987,16.038506255991,11.50577072073383,2.462568407323188,47.34297138742502,65.92954474449897,8.092557170495775,43.23648453886225,56.616678713961385,1986,20.076194259153144
10648,6.611147148313294,86.28584688704697,medium,gas,1,112.02287923521143,20.996706645640568,20.337195645014244,3.6491618947688966,1.6808477494813128,48.290487575742645,56.32173058390574,5.409551662518282,35.69753330011437,61.05570869227617,1984,21.966784827252862
7567,14.561607231296732,85.45187674295656,medium,heatpump,5,87.65719664956563,19.362762508899227,16.646341038749913,14.13382033309518,2.271985455971976,56.12568533279394,140.5254319792557,4.119295272911523,38.96265185205844,63.40636233485543,1961,32.71263701814273
16397,9.894981886045748,68.40586386480038,low,electric,2,43.28375914143612,16.3522105100556,20.551239857005587,5.8524550856535305,1.959470705053912,5.904947817927425,99.74741976771573,2.125084596988729,53.27005185502964,52.624576618230165,1993,24.997040096010693
17524,12.004882209261847,,high,electric,4,117.3741042634675,17.881389850289757,24.404932857768173,11.22806942907825,1.9534829945748424,0.0,121.3382297618471,8.747410638104139,54.71400992679864,74.15442026769,2012,25.83655688556305
1346,8.029490211342145,,medium,gas,3,,19.472291520575244,18.99271355668185,15.668366821966782,1.2267565330766494,0.0,110.3768710073608,5.639063680233551,51.98539776939116,55.79258450882359,1985,29.138300270228008
13124,,71.75467237516588,low,electric,4,89.50577296131073,18.35925893441629,13.825292221484808,10.6188123267437,2.2525294533586195,59.85116800298008,94.0462101790892,2.487790341729532,32.66420889422081,61.49529239542733,1993,31.609048547104532
12673,,60.6493444120461,medium,electric,3,122.57932680973892,24.399043312689106,22.592091243276275,4.047183924819697,2.246567393153781,38.63811951012355,127.94883070554198,9.626726389780778,40.59382918904898,47.15158275523835,1986,6.79058883860445
15455,17.688221412959248,38.69486476881261,medium,electric,1,174.6528578072301,21.025830283066806,11.6353383099554,10.667007400386796,1.758396350701277,21.640546191348687,131.72435495498428,1.4492248828676637,53.05608307272321,55.67497594006824,2012,16.503413201743566
14001,14.859131414386574,83.40965782517384,medium,gas,1,208.2788110355344,24.816687165685927,21.61159929940004,13.099803984206131,2.129775248540021,12.891804165514746,93.22820502992602,2.608054534766986,48.33716876678466,55.08310582815536,2009,24.87933234984849
18621,13.174545015848992,42.52168375091756,medium,electric,1,173.92220253320914,17.0607019652514,12.051228259605354,12.347791846863132,2.0458745910140723,5.759536047238253,80.47636444232212,2.482419247186376,39.84317384778761,54.84685355968064,2007,17.439442788070714
2119,9.697959724411756,71.4033877843367,high,gas,3,90.32563831665117,21.64777595488866,15.639427048278945,11.961318019181917,2.697748168315367,11.07346220927282,112.40675628762791,6.019118605349557,59.80050538446293,61.22174144359075,2018,28.023757228500752
15304,5.3630402585902,21.29313677623675,medium,electric,4,164.4408078377761,23.23878507316762,13.65627470741623,6.438475019837828,1.6997350389401356,40.82916516908607,97.11643226379958,0.5942206799333682,36.24503343513723,49.77152284490053,1991,13.55839543680602
4309,7.560622632486703,60.81909104075404,high,electric,2,40.0,24.799672370471267,19.386404531408544,13.625147913581946,1.5513253226184884,34.39570657053514,85.56788044230406,1.847186624077876,56.58331512281015,64.15749488671256,1984,19.74777375810177
4484,9.661657019898849,,high,electric,5,110.76572750441068,16.169404252450455,10.741237111311968,13.750816021023898,2.4153182366783934,22.144525458640423,93.3179853609813,2.884689966048095,53.28536653377237,57.350119969644,1962,13.64742603785756
11013,23.5266052230576,29.04745894207585,low,electric,1,141.50150122031684,20.98946757817716,15.516984704513671,7.721610987469526,2.306260763226144,0.0,93.59086239572132,3.920300449111696,44.67401777109878,69.91216408596982,2015,10.798755694833694
4770,13.61606237693506,53.405099044759815,medium,electric,3,102.50072672802268,28.23907326658028,12.93731233028354,17.913266440521763,2.1086202841667365,70.1944252186323,104.46743340962514,2.942362456425349,41.57737851236433,63.75609128762144,2004,22.546959797570093
2712,,,medium,gas,4,116.8020176389973,19.35530084979757,18.600873948734453,9.175857539037276,1.3997754932229265,10.206049052474174,79.78330677010777,9.076028668353551,49.57632028129948,61.027235504366885,2019,29.96021207212264
12186,1.714769977393507,20.787554536925438,high,electric,2,128.49358859084455,16.72958297313658,20.25460483813392,9.226569852630172,1.572566382113867,0.0,127.11293875697794,2.771563306451097,51.90342937614275,46.68552386084243,2000,7.910408353969375
16615,4.290992985232839,85.577133867416,medium,gas,5,88.72336571628918,21.94963629859772,6.95123689985496,7.672432397843152,2.0607933025895853,51.67296961419426,119.12285711673968,1.2405505904545389,40.55297071016362,57.77851923965761,2007,31.032525416843814
10947,10.350751649707954,,medium,gas,3,134.80275219508036,21.06673353738521,7.16951035152699,17.30411756831534,1.8762026834423464,52.15181116662867,61.14682411670017,8.481033121592898,38.01695699282224,53.851769324472606,2007,16.968773237483674
2545,13.505003939527576,,low,gas,1,78.85382990212528,17.174039540995622,14.2174292724688,10.540548723450575,2.5584164795922515,19.444558272585645,138.79261803254792,0.4061492034491309,53.00228498961548,64.71024180971744,2015,25.6669190793643
12619,9.02721127722766,27.942041336339564,medium,heatpump,1,77.90863294256496,19.959175948443384,11.427041046088403,20.72395954609345,1.5182276890310933,10.330740240089174,133.93580689255742,7.827846938843514,49.26039968287796,55.615025985069,1968,6.849095150809571
9851,11.093693098356264,61.24076697639353,low,gas,5,97.39280030694712,22.624477739070404,19.752185297022677,11.661253986079377,2.184994231213155,36.00148177659016,47.13134021017388,0.3566157421757343,42.40895568828578,63.72237735281584,2003,22.55105110569264
4410,23.395399540213717,23.023328720700658,medium,gas,2,78.31435319131174,17.755434789877437,14.805060790206356,6.35649414968627,2.249468672852961,10.560030391749727,79.58958587758457,0.3754774733890709,55.28313960647597,51.61315951070228,1998,10.058534751082991
19647,7.364134183578098,56.79932146513753,high,gas,2,150.91851073332666,18.027927984988704,15.835984703653072,12.360205432071425,2.382414692681952,48.34609129626327,80.83027639003745,5.482319690656262,57.65395056621256,58.27463608752054,2004,18.13348672219703
12344,13.6183766888968,44.56608185210381,high,electric,4,198.34340740116028,25.748145251842004,15.869668760730578,9.907787610669782,1.9560431880413205,15.88500570203372,103.4939888282124,1.436781964603978,36.61290973331755,48.78266175224036,1963,24.18961610173812
12407,20.257536205258283,,low,gas,5,119.1875707520198,23.392123092567243,17.28142241812915,10.779814507635622,2.2445600335017764,0.0,86.2334779183925,0.9862075110586566,62.80254374872719,53.4408880527836,2007,17.75715793400511
9610,17.456974595845352,32.83653337634303,medium,gas,5,144.2868809856742,24.322116004360645,12.80308291886428,8.767494513997912,1.5155112543315383,3.015319735553504,70.67238737175626,8.57827991077156,52.50625889146031,51.61962803256211,2005,18.350111367575813
10718,5.462079113533218,42.35625675644845,low,gas,5,40.0,18.989319814690862,21.308584241169928,10.002431321496612,1.788201634048676,31.51289213579996,84.81705959491487,9.36835010388924,51.377696076280046,61.75344295377637,1992,11.807905111646347
7571,17.825387416061833,26.248864620900548,high,electric,4,98.25037889627156,15.144914504792055,21.90742397555564,7.064170003194466,2.3730541264712803,0.0,74.67788720548397,1.1560962717977965,35.3399822286972,53.0908716998207,2019,13.410703808971489
